id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
SamuNunes;Samuel Nunes;samununes@li3.pt;(351) 966472837;1959/11/07;M;ZH927439;PT;Av Marco Campos, 4584087-474 Angra do Heroísmo;2017/12/15 03:25:27;credit_card;active
Luna-IsTorres909;Luna-Isabel Torres;luna-istorres909@li3.pt;252 852 245;1975/12/20;F;LN145411;PT;Av Alice Cruz, 109396-414 Gafanha da Nazaré;2015/06/05 03:48:07;credit_card;active
LarGuerreiro;Lara Guerreiro;larguerreiro@li3.pt;918 885 733;1956/04/09;F;RK112894;PT;Avenida Vera Cruz, S/N0004-396 Setúbal;2017/06/16 05:00:40;debit_card;active
VFonseca;Vera Fonseca;vfonseca@li3.pt;272228501;1975/06/09;F;VA178247;PT;Avenida Anjos, 208833-092 Santarém;2015/04/22 00:52:40;cash;active
BrunTavares;Bruno Tavares;bruntavares@li3.pt;(351) 911761187;1979/08/23;M;LX103521;PT;Rua Noah Cruz, 945441-099 Moura;2012/05/17 18:26:52;credit_card;active
MelisMaia;Melissa Maia;melismaia@li3.pt;(351) 920 398 768;1990/05/28;F;VK366587;PT;Largo Ferreira, 398087-176 Macedo de Cavaleiros;2015/09/28 09:32:15;credit_card;active
GonçRibeiro1401;Gonçalo Ribeiro;gonçribeiro1401@li3.pt;969 370 453;2003/01/07;M;MK369546;PT;Av de Andrade, 2572295-801 Pombal;2013/02/27 06:58:28;credit_card;active
EmanueMelo;Emanuel Melo;emanuemelo@li3.pt;912 755 264;1978/08/06;M;SK245503;PT;Largo Leal, 33041-210 Coimbra;2018/12/29 17:50:32;cash;active
ÂngeNeto1863;Ângela Neto;ângeneto1863@li3.pt;962652095;1980/12/31;F;GF047485;PT;Av de Mendes, S/N5327-266 Peso da Régua;2020/05/06 19:03:37;debit_card;active
AmAndrade1269;Amélia Andrade;amandrade1269@li3.pt;(351) 290 935 147;1969/03/22;F;VJ578488;PT;Travessa de Torres, 552072-922 Olhão;2017/12/08 13:55:31;debit_card;active
LiFernandes193;Lia Fernandes;lifernandes193@li3.pt;+351233920465;1958/04/12;F;ES127305;PT;Avenida de Faria, 10137-948 Freamunde;2016/05/20 02:15:51;credit_card;inactive
TomCarvalho1125;Tomé de Carvalho;tomcarvalho1125@li3.pt;+351961900988;1999/12/23;M;MU992994;PT;Av de Lopes, 814709-448 Santarém;2019/09/16 13:04:10;cash;inactive
JoBatista1143;Joaquim da Batista;jobatista1143@li3.pt;(351) 967 544 765;2001/08/17;M;RP751075;PT;Praça Prof. António de Sousa Franco, 4500390-802 Amarante;2019/11/19 23:27:55;credit_card;active
IVaz;Ivo Vaz;ivaz@li3.pt;(351) 913 372 859;1974/01/26;M;IV363492;PT;Avenida Fernanda de Castro, 849443-392 Santarém;2019/12/07 08:38:59;credit_card;active
ToNeto1589;Tomé Neto;toneto1589@li3.pt;(351) 935506364;1989/01/04;M;DX650397;PT;R. Wilson Pinho, 703990-311 Miranda do Douro;2018/02/25 20:44:57;debit_card;active
LeonoRamos538;Leonor Ramos;leonoramos538@li3.pt;(351) 923 373 561;1994/03/17;F;ZM262287;PT;Av Macedo, 46797-863 Agualva-Cacém;2018/10/02 06:52:32;credit_card;active
DiniNeves;Dinis Neves;dinineves@li3.pt;(351) 968 350 339;1963/03/03;M;HC419700;PT;Alameda Larissa Sá, 882730-047 Amadora;2013/01/17 18:56:33;credit_card;ACTIVE
DaviLoureiro558;David Loureiro;daviloureiro558@li3.pt;(351) 279471881;1975/02/17;M;BW915725;PT;Largo Gomes, 416842-659 Praia da Vitória;2015/12/03 20:44:47;credit_card;active
BárFonseca;Bárbara Fonseca;bárfonseca@li3.pt;(351) 967412926;1966/09/04;F;FF932833;PT;R. Joel Lima, S/N5408-069 Alcobaça;2019/03/31 14:22:28;credit_card;active
DuarRocha;Duarte Rocha;duarrocha@li3.pt;964160598;1986/06/04;M;XI336122;PT;Travessa Jéssica Azevedo, 1761688-052 Valbom;2020/01/14 11:56:00;debit_card;active
VerNunes24;Vera Nunes;vernunes24@li3.pt;(351) 296970143;1950/08/28;F;QM889672;PT;Avenida da Rainha D. Leonor, 792608-524 Macedo de Cavaleiros;2014/05/02 12:18:36;cash;active
ÂngelGonçalves1058;Ângelo Gonçalves;ângelgonçalves1058@li3.pt;(351) 965 433 002;1967/02/02;M;BQ720984;PT;Travessa do Sextante, 353064-368 Tavira;2014/01/01 20:16:23;cash;active
LourençLoureiro;Lourenço Loureiro;lourençloureiro@li3.pt;(351) 921421875;1988/06/09;M;BI843621;PT;Praça do Evaristo, S/N7858-235 Vila do Conde;2019/08/19 23:46:48;cash;active
LuReis807;Luciana Reis;lureis807@li3.pt;(351) 292902719;1977/09/08;F;PY075331;PT;R. Eduardo Faria, 941801-634 Coimbra;2018/03/13 17:56:27;cash;active
VicentMiranda;Vicente Miranda;vicentmiranda@li3.pt;243541869;2004/05/30;M;GT248907;PT;R. Pacheco, 5248150-917 Mêda;2010/03/22 21:02:42;credit_card;active
ViolNunes1607;Violeta Nunes;violnunes1607@li3.pt;935959854;1999/04/28;F;RC841398;PT;R. Sousa, 164671-944 Gandra;2016/12/10 17:14:05;cash;active
PeNeves993;Pedro de Neves;peneves993@li3.pt;+351961533727;2005/04/09;M;FP390193;PT;Av de Monteiro, 7895898-661 Tarouca;2016/08/28 06:23:17;debit_card;active
PedrLeite;Pedro do Leite;pedrleite@li3.pt;922 034 525;1986/12/03;M;AJ758287;PT;Av Brito, 10025-314 Fundão;2018/07/30 04:03:27;cash;active
CésaReis885;César Reis;césareis885@li3.pt;(351) 920907557;1959/02/16;M;PD697685;PT;Praça Débora Nascimento, 112367-614 Gondomar;2010/02/17 07:25:50;cash;active
LarisSantos;Larissa Santos;larissantos@li3.pt;960580694;1978/05/07;F;MW826034;PT;Av Pedro Paiva, S/N5494-827 Praia da Vitória;2019/11/05 14:04:45;cash;active
FiCosta1289;Filipe Costa;ficosta1289@li3.pt;(351) 919 754 585;1971/09/02;M;WE158148;PT;R. Cristiano Nunes, 483812-554 Póvoa de Santa Iria;2017/12/22 10:07:58;cash;active
AntóCarvalho903;António Carvalho;antócarvalho903@li3.pt;+351915843129;1979/09/07;M;VS223580;PT;Rua Elisa Baptista de Sousa Pedroso, 345695-950 Trofa;2010/09/22 23:45:37;debit_card;active
HuAraújo;Hugo Araújo;huaraújo@li3.pt;919248818;1968/06/25;M;BF397005;PT;Av de Leite, 500725-417 Lagos;2016/08/14 18:07:12;debit_card;active
SBatista;Soraia Batista;sbatista@li3.pt;931753633;1974/01/11;F;DC184360;PT;Alameda de Domingues, 264756-979 Fundão;2019/07/07 23:27:43;cash;active
Matilde-MelissBrito1014;Matilde-Melissa Brito;matilde-melissbrito1014@li3.pt;(351) 236645485;1992/04/09;F;BC284627;PT;Avenida Carlota Monteiro, 42703-196 Sines;2019/05/22 14:50:22;cash;active
SamGarcia-Vicente;Samuel Garcia-Vicente;samgarcia-vicente@li3.pt;933 264 486;1962/01/13;M;CA630111;PT;Avenida Xavier Carneiro, 529124-564 Porto Santo;2016/05/23 03:41:34;cash;active
JúlSilva497;Júlia Silva;júlsilva497@li3.pt;935427313;1991/05/27;F;EI928016;PT;R. de Lopes, 19550-656 Elvas;2013/03/16 12:05:11;credit_card;active
DioOliveira153;Diogo Oliveira;diooliveira153@li3.pt;+351966099937;1965/04/04;M;HY030607;PT;Av do Cais das Pedras, 596963-622 Viseu;2017/04/17 01:50:45;credit_card;active
GoNogueira;Gonçalo Nogueira;gonogueira@li3.pt;910 661 929;1986/04/19;M;BS004130;PT;Alameda das Laranjeiras, 8022993-028 Castelo Branco;2014/02/13 02:27:36;credit_card;Inactive
MiriaVaz1938;Miriam Vaz;miriavaz1938@li3.pt;(351) 930217367;1981/01/12;F;UJ599787;PT;Avenida Fernanda de Castro, 49376-310 Sintra;2015/02/14 16:04:50;credit_card;active
BenSoares1555;Benjamim Soares;bensoares1555@li3.pt;(351) 966336060;1956/03/05;M;BA397785;PT;R. da Conceição, 9601388-386 Ovar;2010/07/13 10:11:24;debit_card;active
AMonteiro;António Monteiro;amonteiro@li3.pt;(351) 924 466 554;1968/11/14;M;LN684164;PT;Avenida Iara Castro, 266620-210 Almada;2019/01/30 20:30:18;debit_card;active
AnPinho-Alves284;Anita Pinho-Alves;anpinho-alves284@li3.pt;295642630;1995/02/05;F;VH609708;PT;R. de Borges, 63983-460 Mangualde;2019/11/08 17:00:00;debit_card;active
Luana-BeatrSá1022;Luana-Beatriz Sá;luana-beatrsá1022@li3.pt;(351) 936128075;2005/07/02;F;AQ620780;PT;Travessa Castro, 4213248-017 Costa da Caparica;2011/05/19 17:30:16;cash;active
MBrito1036;Melissa Brito;mbrito1036@li3.pt;(351) 251375227;1986/07/23;F;QA181986;PT;Avenida Júlia Garcia, 440681-196 Alcobaça;2012/01/27 14:08:10;credit_card;active
BárJesus;Bárbara Jesus;bárjesus@li3.pt;(351) 935803590;1996/01/01;F;QB445152;PT;Avenida Renata Carvalho, 2482158-985 Vendas Novas;2016/02/05 03:38:20;debit_card;active
NAntunes;Nádia Antunes;nantunes@li3.pt;(351) 224630633;1971/03/01;F;QC570438;PT;Praça Maria da Luz Ponces de Carvalho, 6969449-611 Almada;2010/01/27 00:35:14;credit_card;active
AlíAmorim1916;Alícia Amorim;alíamorim1916@li3.pt;933 831 546;1974/01/28;F;DG616207;PT;Alameda Machado, 5759484-648 Abrantes;2012/05/03 15:15:26;credit_card;active
CarDomingues630;Carlos Domingues;cardomingues630@li3.pt;+351922164018;1966/12/02;M;LX286789;PT;R. Cristiano Rodrigues, 303255-450 Funchal;2011/08/25 21:28:58;cash;active
MateuLima;Mateus Lima;mateulima@li3.pt;(351) 938692919;1959/11/06;M;UK666634;PT;Alameda de Simões, 72793-625 Peso da Régua;2017/02/20 12:24:06;cash;active
SebastiãLeite1066;Sebastião da Leite;sebastiãleite1066@li3.pt;(351) 964545618;1952/04/02;M;AY355460;PT;Rua de Correia, 242217-568 Alverca do Ribatejo;2013/09/30 21:20:53;cash;active
SAssunção-Rocha1025;Salvador Assunção-Rocha;sassunção-rocha1025@li3.pt;936666020;1985/02/24;M;VV891674;PT;Largo Débora Coelho, 581160-343 Póvoa de Santa Iria;2012/11/01 11:13:04;credit_card;active
AmélMoura;Amélia Moura;amélmoura@li3.pt;(351) 922 556 609;1975/07/18;F;MF492091;PT;Largo do Regado, 324338-474 Serpa;2010/01/02 20:22:41;cash;Active
Larissa-MaRodrigues461;Larissa-Madalena Rodrigues;larissa-marodrigues461@li3.pt;(351) 917132938;1960/12/12;F;YZ570552;PT;Av de Brito, 997121-826 Praia da Vitória;2015/11/26 22:33:29;debit_card;active
HeleGomes1652;Helena Gomes;helegomes1652@li3.pt;(351) 964 543 952;1970/11/08;F;WR838237;PT;Alameda da Luz, 827163-613 Agualva-Cacém;2018/03/10 00:17:53;cash;active
LarTeixeira68;Lara da Teixeira;larteixeira68@li3.pt;(351) 916296817;1990/10/07;F;UV845924;PT;Rua Henrique Macedo, 124295-923 Guimarães;2013/12/01 01:16:12;cash;active
PCosta-Sousa;Pilar Costa-Sousa;pcosta-sousa@li3.pt;(351) 936 719 189;1992/03/15;F;SA552259;PT;Alameda Macedo, 393307-827 Costa da Caparica;2012/12/04 20:54:17;credit_card;ACTIVE
DiVieira;Diogo Vieira;divieira@li3.pt;963662519;2001/10/13;M;EX951499;PT;Largo da Raposa, 852554-083 Oliveira de Azeméis;2013/05/15 18:10:06;credit_card;Active
BruAbreu749;Bruna Abreu;bruabreu749@li3.pt;(351) 960 376 469;1965/09/20;F;XP956984;PT;Rua Vieira, 16285-191 Fátima;2012/08/30 07:22:36;cash;active
MCruz;Margarida Cruz;mcruz@li3.pt;914589363;1968/06/12;F;TH166005;PT;Largo Leonardo Fonseca, 5209999-145 Guimarães;2019/05/06 06:10:03;cash;active
YaEsteves;Yara Esteves;yaesteves@li3.pt;(351) 246 238 514;1966/08/03;F;AZ992838;PT;Largo de Nascimento, 16576-030 Agualva-Cacém;2012/10/31 03:43:59;credit_card;active
FGonçalves839;Filipa Gonçalves;fgonçalves839@li3.pt;(351) 256687433;1958/12/28;F;TD867930;PT;Rua José António Marques, 9055478-408 Torres Vedras;2013/08/10 12:55:33;credit_card;ACTIVE
LúPires-Campos;Lúcia Pires-Campos;lúpires-campos@li3.pt;+351922010702;1992/11/15;F;SZ710059;PT;Travessa Anjos, 7123273-325 Maia;2014/03/18 02:58:01;debit_card;inactive
IsabeValente24;Isabel Valente;isabevalente24@li3.pt;(351) 256490267;1954/02/12;F;YA067200;PT;Praça de Gonçalves, 436418-788 Caldas da Rainha;2018/03/30 21:39:44;debit_card;active
RoNeves;Rodrigo Neves;roneves@li3.pt;(351) 928814294;1994/07/24;M;BH191855;PT;Praça Abreu, S/N4012-313 Ponte de Sor;2010/07/05 09:42:06;cash;active
ICosta-Andrade681;Isaac Costa-Andrade;icosta-andrade681@li3.pt;(351) 914 821 869;1985/01/11;M;CP792620;PT;Rua Pedro Cruz, 7291431-536 Vila Real de Santo António;2013/02/26 16:19:33;credit_card;active
ÂngeLeal1004;Ângela Leal;ângeleal1004@li3.pt;+351910279810;1976/09/09;F;CY934598;PT;Travessa Filipe Guerreiro, 6773622-886 Vendas Novas;2018/01/20 20:26:55;credit_card;active
CaroAlmeida916;Carolina Almeida;caroalmeida916@li3.pt;(351) 935 620 649;1955/09/03;F;XH348103;PT;Praça do Rego Lameiro, 8407445-145 Lisboa;2013/12/08 00:37:09;credit_card;active
EmAntunes1012;Ema Antunes;emantunes1012@li3.pt;924 702 798;1983/06/12;F;CW059175;PT;Rua Salvador Amorim, 3416996-553 Santana;2015/08/22 18:01:17;debit_card;active
NáPaiva1724;Nádia Paiva;nápaiva1724@li3.pt;(351) 923 565 282;2003/06/29;F;CV982706;PT;R. Fábio Machado, 8005956-704 Póvoa de Varzim;2014/11/12 21:42:49;cash;active
BrunFreitas;Bruna Freitas;brunfreitas@li3.pt;(351) 916 524 780;1985/01/24;F;DS585008;PT;Av Marques, 62125-864 Alcácer do Sal;2011/07/11 17:06:23;cash;active
VictGarcia;Victória Garcia;victgarcia@li3.pt;(351) 931450523;1981/11/18;F;XD913420;PT;Largo de Loureiro, S/N3121-191 Vila Nova de Gaia;2020/10/27 18:32:02;credit_card;active
GaspaCampos;Gaspar Campos;gaspacampos@li3.pt;(351) 969099042;1969/04/16;M;ML517560;PT;Largo Carlota Pinheiro, 9381442-576 Leiria;2016/04/19 02:04:53;credit_card;active
YasmiDomingues;Yasmin Domingues;yasmidomingues@li3.pt;(351) 936569889;1976/01/12;F;UR924597;PT;Largo de Barbosa, 46830-763 Serpa;2015/03/30 06:57:01;debit_card;active
MBatista947;Márcio Batista;mbatista947@li3.pt;202 943 418;1985/08/21;M;XJ339916;PT;Avenida Renata Fernandes, 3859163-726 Gondomar;2012/07/19 03:45:39;debit_card;active
GabMacedo;Gabriela Macedo;gabmacedo@li3.pt;929981904;1989/06/09;F;VC034816;PT;Alameda Sá, 6582308-178 Esmoriz;2012/12/23 12:16:39;credit_card;active
XaviNeves-Alves;Xavier Neves-Alves;xavineves-alves@li3.pt;(351) 927 041 819;1957/10/16;M;XK677520;PT;Alameda Irina Vaz, 520408-317 Loulé;2011/09/15 22:20:55;credit_card;active
FranciscAraújo900;Francisca Araújo;franciscaraújo900@li3.pt;(351) 925 799 462;1989/03/19;F;JS360641;PT;Alameda de Neves, 193353-657 Vale de Cambra;2017/09/12 23:50:36;cash;active
EmmMatias;Emma Matias;emmmatias@li3.pt;+351240867034;1974/07/16;F;US064439;PT;Av João Vaz, 481191-682 Anadia;2017/06/08 22:55:13;credit_card;active
ESantos825;Emma Santos;esantos825@li3.pt;(351) 916607365;1951/08/24;F;YP893235;PT;Travessa de Sobre-o-Douro, S/N5143-448 Esposende;2011/01/13 13:41:59;credit_card;active
MaLeal;Marta Leal;maleal@li3.pt;(351) 249 751 709;1996/08/26;F;TX139956;PT;Largo Matilde Nogueira, 3223943-375 Quarteira;2013/02/22 17:28:18;credit_card;active
YasmiPinto;Yasmin Pinto;yasmipinto@li3.pt;(351) 966 491 092;1996/12/14;F;PB791111;PT;Largo de Santa Clara, 3840188-323 Castelo Branco;2015/01/23 10:49:57;cash;active
Luana-LiGarcia158;Luana-Lia Garcia;luana-ligarcia158@li3.pt;(351) 965 126 758;2005/08/18;F;CF829731;PT;Largo das Verdades, 48956-926 Lourosa;2014/05/28 17:23:15;credit_card;active
MatiPinheiro;Matias Pinheiro;matipinheiro@li3.pt;(351) 921193428;1996/04/26;M;GC227332;PT;R. de Branco, S/N2891-256 Beja;2012/09/21 22:29:00;credit_card;active
JosPereira1777;José Pereira;jospereira1777@li3.pt;(351) 914190074;1998/11/27;M;IE006841;PT;Rua Costa, 1969481-007 Guarda;2020/04/17 06:32:00;debit_card;active
EVaz1160;Erica Vaz;evaz1160@li3.pt;(351) 923 126 334;1986/11/26;F;LF066906;PT;Praça Martins, 620275-425 Póvoa de Santa Iria;2020/10/26 00:36:28;debit_card;active
AriOliveira1600;Ariana Oliveira;arioliveira1600@li3.pt;(351) 282 268 137;1964/05/04;F;YA317592;PT;Rua de Moreira, 611281-599 Felgueiras;2017/11/23 23:06:37;debit_card;active
Alice-MélaBrito1567;Alice-Mélanie Brito;alice-mélabrito1567@li3.pt;(351) 967941175;1967/01/20;F;QE517255;PT;Travessa de Araújo, 6638320-249 Costa da Caparica;2019/09/14 16:43:25;credit_card;active
PatríciMaia;Patrícia do Maia;patrícimaia@li3.pt;+351294577667;1960/01/17;F;BP367859;PT;Largo dos Heróis do Mar, S/N3857-052 Barreiro;2017/02/08 17:22:19;debit_card;active
WiBrito;William Brito;wibrito@li3.pt;(351) 925 678 306;1975/12/28;M;VA300553;PT;Largo Monteiro, 4547273-136 Alverca do Ribatejo;2016/03/11 12:20:47;credit_card;active
GiCoelho1404;Gil da Coelho;gicoelho1404@li3.pt;+351234095819;1962/10/15;M;FM822984;PT;Avenida Nogueira, 75114-882 Freamunde;2020/03/16 22:17:18;cash;active
JGonçalves;Jorge Gonçalves;jgonçalves@li3.pt;921 885 830;1962/11/10;M;WI537511;PT;Alameda de Pinho, 930320-137 Ílhavo;2015/03/17 17:57:05;debit_card;active
BáBarbosa;Bárbara Barbosa;bábarbosa.li3.pt;915 162 171;1954/09/23;F;OA403943;PT;Rua dos Vice-reis, 809642-423 Portimão;2016/12/29 13:12:51;credit_card;active
LiTeixeira865;Lisandro Teixeira;liteixeira865@li3.pt;910 903 574;1959/12/10;M;BD632450;PT;Praça Érica Gaspar, 985137-210 Portimão;2018/04/18 17:14:32;credit_card;active
EnPaiva533;Enzo Paiva;enpaiva533@li3.pt;+351930079734;1999/08/25;M;ZU464796;PT;Alameda Batista, 4816124-522 São Salvador de Lordelo;2016/02/27 09:27:46;credit_card;active
GonçaPaiva-Fernandes;Gonçalo Paiva-Fernandes;gonçapaiva-fernandes@li3.pt;+351910573684;1992/03/24;M;MZ379081;PT;Praça do Cerco do Porto, 37589-808 Esmoriz;2012/08/20 08:31:29;debit_card;active
HenRodrigues592;Henrique Rodrigues;henrodrigues592@li3.pt;(351) 248 673 989;1967/09/27;M;BI099373;PT;Travessa de Sousa, 63954-306 Esposende;2015/10/25 22:07:44;;active
GCarvalho1138;Gonçalo Carvalho;gcarvalho1138@li3.pt;259 933 687;1966/06/22;M;PZ276381;PT;Travessa Mélanie Pereira, 282605-479 Amarante;2010/07/14 05:32:45;debit_card;active
JaSantos992;Jaime Santos;jasantos992@li3.pt;(351) 938705836;1957/04/28;M;WA469194;PT;Rua de Nascimento, 174803-683 Vila Real;2011/04/04 03:48:59;cash;inactive
LiNeto;Lia Neto;lineto@li3.pt;(351) 920 103 813;1995/07/02;F;FW961137;PT;Praça de Antunes, S/N9396-176 Horta;2014/08/06 00:00:09;debit_card;active
MateAmorim;Mateus Amorim;mateamorim@li3.pt;(351) 960 261 890;1961/12/03;M;FA684579;PT;Largo de Costa, 965361-173 Caldas da Rainha;2017/12/20 01:12:12;credit_card;active
IFernandes-Nogueira1991;Inês Fernandes-Nogueira;ifernandes-nogueira1991@li3.pt;966 760 825;2000/04/10;F;ZG445116;PT;Travessa de Pinto, 520596-919 Ourém;2018/11/05 03:38:44;credit_card;active
ABrito;Ana Brito;abrito@li3.pt;(351) 936067728;1965/01/20;F;LJ439374;PT;Avenida Bruna Marques, 33855-524 Setúbal;2015/07/06 08:30:21;debit_card;active
MartGonçalves-Nunes1486;Marta Gonçalves-Nunes;martgonçalves-nunes1486@li3.pt;(351) 932144673;1997/03/09;F;FZ276518;PT;Praça de Cardoso, 842982-167 Alcobaça;2015/07/05 13:58:08;debit_card;active
FlCastro;Flor Castro;flcastro@li3.pt;221 424 216;1997/05/12;F;DN999117;PT;Travessa de Lopes, S/N0795-812 Barreiro;2018/03/03 20:06:12;credit_card;active
DaviMiranda-Soares1993;;davimiranda-soares1993@li3.pt;(351) 963405455;1992/04/28;M;FY532555;PT;Travessa de Macedo, 85202-605 Seia;2011/04/26 17:25:33;credit_card;active
LVieira1051;Lucas de Vieira;lvieira1051@li3.pt;+351203526879;2004/02/01;M;AF197400;PT;Av dos Moinhos, 836126-642 Porto;2010/01/09 06:58:10;cash;inactive
DiMoreira;Diana Moreira;dimoreira@li3.pt;+351929173030;1995/03/30;F;CQ813919;PT;Avenida de São João de Deus, 950341-144 Vila do Conde;2019/01/13 16:31:23;debit_card;active
MáriTorres610;Mário Torres;máritorres610@li3.pt;(351) 916109173;1988/07/03;M;GJ579359;PT;R. Moura, 575510-348 Santa Cruz;2010/12/09 22:34:43;debit_card;active
MTeixeira2001;Mara Teixeira;mteixeira2001@li3.pt;(351) 921 852 060;1952/08/27;F;AL926237;PT;Largo Rocha, 260620-298 Valongo;2012/08/04 12:21:24;cash;active
EmíliMonteiro1098;Emília de Monteiro;emílimonteiro1098@li3.pt;(351) 928403242;2005/08/27;F;QQ667373;PT;Alameda de Carrilho Videira, 931082-756 Rio Maior;2015/03/25 20:38:00;cash;active
ABatista1741;António Batista;abatista1741@li3.pt;920050682;1974/11/10;M;YK259540;PT;Travessa de Azevedo, 373332-413 Fiães;2018/07/11 03:10:52;debit_card;active
MarSantos594;Marta Santos;marsantos594@li3.pt;(351) 964 449 992;1963/04/21;F;YR335532;PT;Largo de Guedes de Oliveira, S/N0864-048 Horta;2020/01/28 02:34:11;credit_card;ACTIVE
PedValente-Matias;Pedro Valente-Matias;pedvalente-matias@li3.pt;913 861 333;2001/04/19;M;SM640309;PT;Av Gonçalo Leite, 369974-510 Oliveira de Azeméis;2010/05/19 03:22:47;credit_card;active
JoeBarros-Batista17;Joel Barros-Batista;joebarros-batista17@li3.pt;(351) 285471690;2004/10/09;M;ST209940;PT;Avenida Dinis Valente, 320531-055 Esposende;2011/10/02 21:16:18;credit_card;active
EFerreira-Assunção;Erika Ferreira-Assunção;eferreira-assunção@li3.pt;(351) 934 380 821;1966/09/09;F;HP248075;PT;Praça 9 de Abril, S/N8966-989 Vendas Novas;2014/09/21 12:32:59;credit_card;active
CristianVicente61;Cristiano Vicente;cristianvicente61@li3.pt;917 659 785;1998/01/16;M;LE068619;PT;Praça Emanuel Maia, 97908-377 Rebordosa;2011/07/27 03:11:04;cash;active
MáCarvalho;Mário Carvalho;mácarvalho@li3.pt;(351) 910 999 158;1993/07/28;M;VQ697626;PT;Av Madalena Antunes, S/N0026-758 Olhão;2019/04/23 14:26:33;credit_card;active
EMota-Pires326;Eva Mota-Pires;emota-pires326@li3.pt;+351912271568;1988/12/16;F;ZU443847;PT;Av do Almirante Gago Coutinho, S/N6010-747 Santo Tirso;2017/06/11 12:03:47;debit_card;active
ValentiAntunes409;Valentina Antunes;valentiantunes409@li3.pt;964 179 116;1952/05/29;F;DZ069354;PT;Largo de Passos Manuel, 774980-157 Esposende;2019/08/10 11:01:39;debit_card;active
YaPires-Rocha1375;Yara Pires-Rocha;yapires-rocha1375@li3.pt;(351) 929483078;1975|07|02;F;EK144350;PT;Travessa Rocha, 7090186-054 Chaves;2015/01/15 14:41:41;cash;active
ÂngelCoelho941;Ângela Coelho;ângelcoelho941@li3.pt;(351) 913 271 673;1968/09/08;F;QS967271;PT;Rua Ivan Guerreiro, 94705-386 Tondela;2011/10/02 13:44:50;debit_card;active
Larissa-BeatrPinho;Larissa-Beatriz Pinho;larissa-beatrpinho@li3.pt;(351) 294904480;2004/06/08;F;KO926147;PT;Avenida da Vitória, 241019-590 Lamego;2011/03/12 16:03:09;credit_card;active
SorPinheiro1122;Soraia Pinheiro;sorpinheiro1122@li3.pt;+351919678280;1992/12/15;F;BU604690;PT;Rua de Sousa, 755045-114 Loures;2019/11/13 06:13:53;debit_card;active
FilipAndrade1247;Filipa Andrade;filipandrade1247@li3.pt;(351) 964 411 702;1989/10/30;F;VZ268816;PT;Av da Fonte de Cima, 538728-771 Reguengos de Monsaraz;2011/12/29 05:19:09;credit_card;active
YarBarros-Vaz;Yara Barros-Vaz;yarbarros-vaz@li3.pt;+351964663626;1997/01/20;F;VX528369;PT;R. de Jesus, S/N5954-256 Marco de Canaveses;2020/03/13 12:49:52;credit_card;active
CarMendes-Costa1894;Carlos Mendes-Costa;carmendes-costa1894@li3.pt;962586974;2001/03/21;M;YE820361;PT;Avenida Nascimento, 73016-110 Figueira da Foz;2013/05/13 04:08:29;debit_card;Active
LúBrito-Ramos916;Lúcia Brito-Ramos;lúbrito-ramos916@li3.pt;(351) 200583382;1953/01/15;F;JW295137;PT;Largo Emma Silva, 393496-850 Torres Novas;2010/06/30 08:31:00;credit_card;active
CrisAlmeida85;Cristiano de Almeida;crisalmeida85@li3.pt;(351) 961397907;1985/07/20;M;AN209849;PT;Avenida de Abreu, 7936331-613 Rebordosa;2014/06/23 01:36:10;credit_card;ACTIVE
IrinMoura;Irina do Moura;irinmoura@li3.pt;(351) 202274682;1984/12/02;F;IZ983910;PT;Av Roentgen, 502353-346 Agualva-Cacém;2013/05/01 18:45:52;cash;active
TiLopes1295;Tiago Lopes;tilopes1295@li3.pt;(351) 921075968;1961/09/24;M;AQ101618;PT;Travessa Rúben Antunes, 93966-812 Entroncamento;2015/08/19 01:37:18;credit_card;active
ÂPinho;Ângela de Pinho;âpinho@li3.pt;(351) 923707013;1983/05/22;F;TJ925461;PT;Praça Barbosa, 226882-864 Bragança;2011/10/24 04:25:40;credit_card;active
MaGomes;Maria de Gomes;magomes@li3.pt;(351) 928 936 499;1965/06/01;F;YT171478;PT;Praça de S. Marçal, 458195-662 São Salvador de Lordelo;2020/04/25 17:14:02;cash;active
InGomes;Inês Gomes;ingomes@li3.pt;938 005 186;1964/11/16;F;SP547321;PT;Travessa Barros, 19642-610 Torres Novas;2017/01/18 15:22:18;cash;active
AlicCosta1723;Alice do Costa;aliccosta1723@li3.pt;(351) 293602120;1957/01/04;F;DV208803;PT;Avenida Borges, 5460285-061 Torres Vedras;2011/03/08 19:11:26;cash;active
SimAssunção;Simão Assunção;simassunção@li3.pt;(351) 931931792;1971/03/17;M;AK485135;PT;Largo do Prof. Hernâni Monteiro, 36938-552 Praia da Vitória;2017/11/29 21:24:32;debit_card;active
PedrFonseca;Pedro Fonseca;pedrfonseca@li3.pt;(351) 917 548 264;1966/08/02;M;MY073609;PT;R. de Campos, S/N3288-913 Ribeira Grande;2011/09/24 05:50:47;cash;active
JorgPires1430;Jorge da Pires;jorgpires1430@li3.pt;(351) 938 910 646;1953/01/26;M;MG909172;PT;Av Matias, 596621-980 Lixa;2012/02/15 17:29:44;cash;Active
HugBaptista;Hugo Baptista;hugbaptista@li3.pt;(351) 923037225;1959/06/10;M;DU748283;PT;Praça de Sidónio Pais, S/N2085-608 Angra do Heroísmo;2014/05/14 21:44:25;cash;Active
